Post_ID,Date_Posted,Reach,Likes,Comments,Shares,Duration_Seconds,Hashtags_Count,Caption_Length,Post_Hour,Total_Engagement,Engagement_Rate,Like_Ratio,Comment_Ratio,Share_Ratio,Year,Month,Day,DayOfWeek,Weekend,Quarter,WeekOfYear,Time_Category,Peak_Hours,Post_Hour_Category,Content_Type,Hashtag_Category,Caption_Category,Reach_Category,Engagement_Category,Comments_Per_Like,Shares_Per_Like,Virality_Score
182,2024-07-01,18163.0,880.0,12.0,21.0,45.0,14,69.0,12,913.0,0.050267026372295326,0.04845014590100754,0.0006606838077410119,0.0011561966635467709,2024,7,1,0,0,3,27,Morning,1,12:00,Medium,Excessive,Long,Low,Medium,0.013636363636363636,0.023863636363636365,0.06136363636363636
183,2024-07-02,21337.0,939.0,20.0,38.0,80.0,13,51.0,20,997.0,0.04672634390964053,0.04400806111449595,0.0009373388948774429,0.0017809439002671415,2024,7,2,1,0,3,27,Evening,1,20:00,Long,Excessive,Long,High,Medium,0.021299254526091587,0.04046858359957402,0.10223642172523961
184,2024-07-03,19461.0,900.0,29.0,34.0,31.0,12,46.0,8,963.0,0.049483582549714814,0.04624633883150917,0.0014901598067930733,0.0017470839114125686,2024,7,3,2,0,3,27,Morning,1,,Medium,Excessive,Medium,Medium,Medium,0.03222222222222222,0.03777777777777778,0.10777777777777778
185,2024-07-04,16132.0,780.0,25.0,15.0,96.0,3,77.0,21,820.0,0.05083064716092239,0.04835110339697496,0.0015497148524671461,0.0009298289114802877,2024,7,4,3,0,3,27,Evening,1,21:00,Long,Few,Long,Low,Low,0.03205128205128205,0.019230769230769232,0.07051282051282051
186,2024-07-05,26079.0,1366.0,23.0,30.0,82.0,8,37.0,8,1419.0,0.05441159553663868,0.052379309022585224,0.0008819356570420645,0.0011503508570113886,2024,7,5,4,0,3,27,Morning,1,,Long,Many,Medium,Very_High,Very_High,0.01683748169838946,0.021961932650073207,0.06076134699853587
187,2024-07-06,26493.0,1324.0,24.0,44.0,102.0,5,79.0,21,1392.0,0.0525421809534594,0.04997546521722719,0.000905899671611369,0.0016608160646208433,2024,7,6,5,1,3,27,Evening,1,21:00,Long,Moderate,Long,Very_High,Very_High,0.01812688821752266,0.03323262839879154,0.08459214501510574
188,2024-07-07,22201.0,1129.0,15.0,27.0,110.0,4,38.0,21,1171.0,0.05274537183009775,0.05085356515472276,0.0006756452412053512,0.001216161434169632,2024,7,7,6,1,3,27,Evening,1,21:00,Long,Moderate,Medium,High,High,0.013286093888396812,0.023914968999114262,0.06111603188662533
189,2024-07-08,20116.0,1106.0,15.0,13.0,28.0,9,37.0,21,1134.0,0.05637303638894412,0.05498110956452575,0.0007456750845098429,0.0006462517399085305,2024,7,8,0,0,3,28,Evening,1,21:00,Short,Many,Medium,Medium,High,0.013562386980108499,0.011754068716094032,0.037070524412296565
190,2024-07-09,16246.0,877.0,16.0,18.0,36.0,5,62.0,15,911.0,0.056075341622553246,0.053982518773852024,0.0009848578111535148,0.0011079650375477041,2024,7,9,1,0,3,28,Afternoon,1,15:00,Medium,Moderate,Long,Low,Medium,0.018244013683010263,0.020524515393386546,0.059293044469783354
191,2024-07-10,20922.0,1015.0,18.0,28.0,107.0,6,51.0,18,1061.0,0.05071216900869898,0.048513526431507505,0.0008603383997705764,0.0013383041774208966,2024,7,10,2,0,3,28,Afternoon,1,18:00,Long,Moderate,Long,High,High,0.017733990147783252,0.027586206896551724,0.0729064039408867
192,2024-07-11,15585.0,600.0,13.0,30.0,99.0,12,71.0,12,643.0,0.04125761950593519,0.03849855630413859,0.0008341353865896695,0.0019249278152069298,2024,7,11,3,0,3,28,Morning,1,12:00,Long,Excessive,Long,Low,Low,0.021666666666666667,0.05,0.12166666666666667
193,2024-07-12,23516.0,1053.0,26.0,35.0,107.0,13,40.0,8,1114.0,0.047372002041163465,0.04477802347337983,0.001105630209219255,0.0014883483585643818,2024,7,12,4,0,3,28,Morning,1,,Long,Excessive,Medium,Very_High,High,0.024691358024691357,0.03323836657169991,0.09116809116809117
194,2024-07-13,28606.0,1392.0,19.0,39.0,119.0,13,20.0,21,1450.0,0.05068866671327694,0.048661120044745855,0.0006641963224498357,0.0013633503460812417,2024,7,13,5,1,3,28,Evening,1,21:00,Long,Excessive,Short,Very_High,Very_High,0.013649425287356323,0.028017241379310345,0.06968390804597702
195,2024-07-14,21033.0,1051.0,27.0,21.0,58.0,11,50.0,20,1099.0,0.05225122426662863,0.04996909618218989,0.0012836970474967907,0.0009984310369419483,2024,7,14,6,1,3,28,Evening,1,20:00,Medium,Excessive,Medium,High,High,0.025689819219790674,0.019980970504281638,0.06565176022835395
196,2024-07-15,16172.0,600.0,10.0,38.0,110.0,12,70.0,21,648.0,0.040069255503339105,0.03710116250309176,0.0006183527083848628,0.0023497402918624785,2024,7,15,0,0,3,29,Evening,1,21:00,Long,Excessive,Long,Low,Low,0.016666666666666666,0.06333333333333334,0.14333333333333334
197,2024-07-16,21037.0,1048.0,29.0,39.0,48.0,5,46.0,22,1116.0,0.05304938917145981,0.049816989114417454,0.0013785235537386508,0.001853876503303703,2024,7,16,1,0,3,29,Evening,1,22:00,Medium,Moderate,Medium,High,High,0.02767175572519084,0.03721374045801527,0.10209923664122138
198,2024-07-17,21243.0,1025.0,22.0,18.0,94.0,13,30.0,10,1065.0,0.05013416184154781,0.04825118862684178,0.0010356352680883113,0.0008473379466177093,2024,7,17,2,0,3,29,Morning,1,10:00,Long,Excessive,Medium,High,High,0.021463414634146343,0.0175609756097561,0.05658536585365854
199,2024-07-18,21297.0,950.0,24.0,22.0,120.0,14,15.0,18,996.0,0.04676715030285956,0.044607221674414235,0.0011269192844062545,0.0010330093440390664,2024,7,18,3,0,3,29,Afternoon,1,18:00,Long,Excessive,Short,High,Medium,0.02526315789473684,0.023157894736842106,0.07157894736842105
200,2024-07-19,17079.0,660.0,24.0,32.0,91.0,15,42.0,20,716.0,0.04192282920545699,0.038643948708940806,0.0014052344985069384,0.0018736459980092512,2024,7,19,4,0,3,29,Evening,1,20:00,Long,Excessive,Medium,Low,Low,0.03636363636363636,0.048484848484848485,0.13333333333333333
201,2024-07-20,18697.0,814.0,26.0,18.0,97.0,15,40.0,12,858.0,0.04588971492752848,0.043536396213296254,0.0013905974220463175,0.0009627212921859122,2024,7,20,5,1,3,29,Morning,1,12:00,Long,Excessive,Medium,Medium,Low,0.03194103194103194,0.022113022113022112,0.07616707616707617
202,2024-07-21,19210.0,964.0,12.0,25.0,29.0,13,19.0,21,1001.0,0.05210827693909422,0.050182196772514315,0.0006246746486205101,0.0013014055179593961,2024,7,21,6,1,3,29,Evening,1,21:00,Short,Excessive,Short,Medium,Medium,0.012448132780082987,0.025933609958506226,0.06431535269709543
203,2024-07-22,14713.0,623.0,26.0,38.0,46.0,3,12.0,18,687.0,0.0466934003942092,0.04234350574322028,0.0017671447019642493,0.002582749949024672,2024,7,22,0,0,3,30,Afternoon,1,18:00,Medium,Few,Short,Low,Low,0.04173354735152488,0.060995184590690206,0.1637239165329053
204,2024-07-23,15117.0,751.0,23.0,24.0,35.0,4,43.0,21,798.0,0.05278825163722961,0.04967916914731759,0.0015214658993186478,0.0015876165905933718,2024,7,23,1,0,3,30,Evening,1,21:00,Medium,Moderate,Medium,Low,Low,0.03062583222370173,0.03195739014647137,0.09454061251664447
205,2024-07-24,23249.0,1255.0,25.0,30.0,36.0,5,51.0,18,1310.0,0.0563465095272915,0.053980816379199104,0.0010753150673147233,0.0012903780807776678,2024,7,24,2,0,3,30,Afternoon,1,18:00,Medium,Moderate,Long,Very_High,Very_High,0.0199203187250996,0.02390438247011952,0.06772908366533864
206,2024-07-25,21316.0,1157.0,19.0,30.0,34.0,3,24.0,12,1206.0,0.05657721899042972,0.054278476261962846,0.0008913492212422594,0.00140739350722462,2024,7,25,3,0,3,30,Morning,1,12:00,Medium,Few,Medium,High,High,0.016421780466724288,0.02592912705272256,0.0682800345721694
207,2024-07-26,13990.0,600.0,11.0,32.0,80.0,4,47.0,22,643.0,0.045961401000714795,0.04288777698355969,0.0007862759113652609,0.0022873481057898498,2024,7,26,4,0,3,30,Evening,1,22:00,Long,Moderate,Medium,Low,Low,0.018333333333333333,0.05333333333333334,0.125
208,2024-07-27,23815.0,1251.0,11.0,20.0,113.0,7,43.0,22,1282.0,0.05383161872769263,0.05252991811883267,0.00046189376443418013,0.000839806844425782,2024,7,27,5,1,3,30,Evening,1,22:00,Long,Many,Medium,Very_High,Very_High,0.008792965627498001,0.01598721023181455,0.0407673860911271
209,2024-07-28,24614.0,1158.0,26.0,29.0,109.0,15,61.0,10,1213.0,0.049280897050459085,0.04704639635979524,0.0010563094174047291,0.001178191273259121,2024,7,28,6,1,3,30,Morning,1,10:00,Long,Excessive,Long,Very_High,Very_High,0.022452504317789293,0.025043177892918825,0.07253886010362694
210,2024-07-29,26495.0,1332.0,10.0,31.0,95.0,15,15.0,22,1373.0,0.05182109832043782,0.05027363653519532,0.0003774297037176826,0.001170032081524816,2024,7,29,0,0,3,31,Evening,1,22:00,Long,Excessive,Short,Very_High,Very_High,0.0075075075075075074,0.023273273273273273,0.05405405405405406
211,2024-07-30,21790.0,1084.0,16.0,27.0,50.0,12,55.0,12,1127.0,0.05172097292335934,0.0497475906379073,0.000734281780633318,0.0012391005048187243,2024,7,30,1,0,3,31,Morning,1,12:00,Medium,Excessive,Long,High,High,0.014760147601476014,0.024907749077490774,0.06457564575645756
212,2024-07-31,21359.0,987.0,29.0,28.0,119.0,7,28.0,20,1044.0,0.04887869282269769,0.046210028559389486,0.0013577414672971582,0.0013109227960110491,2024,7,31,2,0,3,31,Evening,1,20:00,Long,Many,Medium,High,Medium,0.029381965552178316,0.028368794326241134,0.08611955420466058
213,2024-08-01,23276.0,1117.0,16.0,44.0,69.0,9,42.0,20,1177.0,0.05056710775047259,0.047989345248324454,0.0006874033339061695,0.001890359168241966,2024,8,1,3,0,3,31,Evening,1,20:00,Long,Many,Medium,Very_High,High,0.01432408236347359,0.03939122649955237,0.09310653536257833
214,2024-08-02,25260.0,1154.0,30.0,32.0,110.0,15,50.0,8,1216.0,0.04813935075217735,0.04568487727632621,0.0011876484560570072,0.001266825019794141,2024,8,2,4,0,3,31,Morning,1,,Long,Excessive,Medium,Very_High,Very_High,0.025996533795493933,0.02772963604852686,0.08145580589254767
215,2024-08-03,24017.0,1201.0,20.0,29.0,72.0,10,76.0,22,1250.0,0.052046467085814216,0.050006245576050296,0.0008327434733730275,0.0012074780363908898,2024,8,3,5,1,3,31,Evening,1,22:00,Long,Many,Long,Very_High,Very_High,0.01665278934221482,0.02414654454621149,0.0649458784346378
216,2024-08-04,22194.0,1072.0,21.0,33.0,69.0,12,23.0,21,1126.0,0.05073443272956655,0.04830134270523565,0.0009462016761286835,0.0014868883482022169,2024,8,4,6,1,3,31,Evening,1,21:00,Long,Excessive,Medium,High,High,0.01958955223880597,0.030783582089552237,0.08115671641791045
217,2024-08-05,23135.0,1171.0,16.0,34.0,90.0,5,53.0,8,1221.0,0.052777177436784097,0.050615949859520205,0.0006915928247244435,0.0014696347525394425,2024,8,5,0,0,3,32,Morning,1,,Long,Moderate,Long,High,Very_High,0.013663535439795047,0.029035012809564473,0.07173356105892399
218,2024-08-06,16664.0,649.0,30.0,30.0,89.0,12,37.0,15,709.0,0.04254680748919827,0.03894623139702352,0.001800288046087374,0.001800288046087374,2024,8,6,1,0,3,32,Afternoon,1,15:00,Long,Excessive,Medium,Low,Low,0.046224961479198766,0.046224961479198766,0.1386748844375963
219,2024-08-07,28923.0,1516.0,21.0,40.0,103.0,3,62.0,22,1577.0,0.05452408118106697,0.052415033018704836,0.0007260657608131936,0.0013829824015489402,2024,8,7,2,0,3,32,Evening,1,22:00,Long,Few,Long,Very_High,Very_High,0.013852242744063324,0.026385224274406333,0.06662269129287599
220,2024-08-08,15969.0,850.0,20.0,17.0,34.0,4,50.0,21,887.0,0.055545118667418125,0.05322812950090801,0.0012524265764919532,0.0010645625900181602,2024,8,8,3,0,3,32,Evening,1,21:00,Medium,Moderate,Medium,Low,Low,0.023529411764705882,0.02,0.06352941176470588
221,2024-08-09,26940.0,1320.0,28.0,38.0,69.0,15,11.0,10,1386.0,0.05144766146993319,0.04899777282850779,0.0010393466963622866,0.0014105419450631033,2024,8,9,4,0,3,32,Morning,1,10:00,Long,Excessive,Short,Very_High,Very_High,0.021212121212121213,0.02878787878787879,0.07878787878787878
222,2024-08-10,21983.0,1096.0,12.0,32.0,95.0,5,38.0,18,1140.0,0.05185825410544512,0.04985670745576127,0.0005458763590046854,0.0014556702906791611,2024,8,10,5,1,3,32,Afternoon,1,18:00,Long,Moderate,Medium,High,High,0.010948905109489052,0.029197080291970802,0.06934306569343066
223,2024-08-11,14143.0,614.0,10.0,37.0,72.0,5,73.0,20,661.0,0.046736901647458105,0.043413702891889984,0.0007070635650144948,0.002616135190553631,2024,8,11,6,1,3,32,Evening,1,20:00,Long,Moderate,Long,Low,Low,0.016286644951140065,0.06026058631921824,0.13680781758957655
224,2024-08-12,15343.0,646.0,24.0,37.0,61.0,6,41.0,18,707.0,0.04607964544091768,0.04210389102522323,0.0015642312455191292,0.0024115231701753244,2024,8,12,0,0,3,33,Afternoon,1,18:00,Long,Moderate,Medium,Low,Low,0.03715170278637771,0.05727554179566564,0.15170278637770898
225,2024-08-13,24542.0,1308.0,13.0,26.0,34.0,11,74.0,15,1347.0,0.05488550240404205,0.053296389862276916,0.0005297041805883791,0.0010594083611767582,2024,8,13,1,0,3,33,Afternoon,1,15:00,Medium,Excessive,Long,Very_High,Very_High,0.009938837920489297,0.019877675840978593,0.04969418960244648
226,2024-08-14,21835.0,1153.0,30.0,29.0,20.0,6,57.0,20,1212.0,0.05550721318983284,0.05280512937943668,0.0013739409205404168,0.0013281428898557362,2024,8,14,2,0,3,33,Evening,1,20:00,Short,Moderate,Long,High,High,0.026019080659150044,0.02515177797051171,0.07632263660017347
227,2024-08-15,14766.0,600.0,24.0,20.0,70.0,14,59.0,21,644.0,0.04361370716510903,0.04063388866314506,0.0016253555465258025,0.0013544629554381688,2024,8,15,3,0,3,33,Evening,1,21:00,Long,Excessive,Long,Low,Low,0.04,0.03333333333333333,0.10666666666666667
228,2024-08-16,18902.0,789.0,21.0,38.0,72.0,13,38.0,12,848.0,0.04486297746270236,0.04174161464395302,0.0011109935456565443,0.0020103692730927946,2024,8,16,4,0,3,33,Morning,1,12:00,Long,Excessive,Medium,Medium,Low,0.026615969581749048,0.048162230671736375,0.1229404309252218
229,2024-08-17,22801.0,1188.0,12.0,29.0,48.0,11,20.0,15,1229.0,0.05390114468663655,0.05210297793956405,0.000526292706460243,0.0012718740406122539,2024,8,17,5,1,3,33,Afternoon,1,15:00,Medium,Excessive,Short,High,Very_High,0.010101010101010102,0.02441077441077441,0.058922558922558925
230,2024-08-18,20284.0,964.0,27.0,22.0,70.0,12,12.0,15,1013.0,0.049940840070991914,0.04752514296982844,0.0013310984026819169,0.0010845986984815619,2024,8,18,6,1,3,33,Afternoon,1,15:00,Long,Excessive,Short,Medium,Medium,0.028008298755186723,0.022821576763485476,0.07365145228215768
231,2024-08-19,17906.0,771.0,18.0,26.0,105.0,13,23.0,15,815.0,0.045515469674969285,0.043058192784541496,0.0010052496369931867,0.001452027253434603,2024,8,19,0,0,3,34,Afternoon,1,15:00,Long,Excessive,Medium,Low,Low,0.023346303501945526,0.03372243839169909,0.0907911802853437
232,2024-08-20,20068.0,968.0,22.0,31.0,51.0,10,10.0,15,1021.0,0.05087701813832968,0.04823599760813235,0.0010962726729120988,0.0015447478572852302,2024,8,20,1,0,3,34,Afternoon,1,15:00,Medium,Many,Short,Medium,Medium,0.022727272727272728,0.03202479338842975,0.08677685950413223
233,2024-08-21,24738.0,1259.0,18.0,30.0,59.0,13,23.0,12,1307.0,0.052833697146091034,0.05089336243835395,0.0007276255154014067,0.001212709192335678,2024,8,21,2,0,3,34,Morning,1,12:00,Medium,Excessive,Medium,Very_High,Very_High,0.014297061159650517,0.023828435266084195,0.061953931691818905
234,2024-08-22,25109.0,1235.0,16.0,39.0,111.0,6,15.0,10,1290.0,0.05137600063722171,0.04918555099765024,0.0006372217133298817,0.0015532279262415866,2024,8,22,3,0,3,34,Morning,1,10:00,Long,Moderate,Short,Very_High,Very_High,0.012955465587044534,0.031578947368421054,0.07611336032388664
235,2024-08-23,15269.0,670.0,21.0,10.0,77.0,15,44.0,20,701.0,0.045910013753356474,0.04387975636911389,0.0013753356473901368,0.0006549217368524462,2024,8,23,4,0,3,34,Evening,1,20:00,Long,Excessive,Medium,Low,Low,0.03134328358208955,0.014925373134328358,0.06119402985074627
236,2024-08-24,19036.0,837.0,12.0,35.0,118.0,8,30.0,10,884.0,0.04643832737970162,0.04396932128598445,0.0006303845345660853,0.0018386215591510821,2024,8,24,5,1,3,34,Morning,1,10:00,Long,Many,Medium,Medium,Low,0.014336917562724014,0.04181600955794504,0.0979689366786141
237,2024-08-25,24413.0,1285.0,16.0,30.0,69.0,8,74.0,18,1331.0,0.054520132716175805,0.05263589071396387,0.0006553885225084996,0.0012288534797034367,2024,8,25,6,1,3,34,Afternoon,1,18:00,Long,Many,Long,Very_High,Very_High,0.012451361867704281,0.023346303501945526,0.05914396887159533
238,2024-08-26,22620.0,1128.0,26.0,32.0,58.0,8,62.0,8,1186.0,0.0524314765694076,0.04986737400530504,0.0011494252873563218,0.0014146772767462423,2024,8,26,0,0,3,35,Morning,1,,Medium,Many,Long,High,High,0.02304964539007092,0.028368794326241134,0.0797872340425532
239,2024-08-27,22573.0,1131.0,30.0,37.0,23.0,11,57.0,10,1198.0,0.05307225446329686,0.050104106676117484,0.0013290213972444957,0.0016391263899348779,2024,8,27,1,0,3,35,Morning,1,10:00,Short,Excessive,Long,High,High,0.026525198938992044,0.032714412024756855,0.09195402298850575
240,2024-08-28,23103.0,1007.0,27.0,34.0,110.0,15,47.0,8,1068.0,0.0462277626282301,0.04358741289010085,0.001168679392286716,0.0014716703458425313,2024,8,28,2,0,3,35,Morning,1,,Long,Excessive,Medium,High,High,0.026812313803376366,0.033763654419066536,0.09433962264150944
241,2024-08-29,18325.0,897.0,29.0,21.0,61.0,6,71.0,12,947.0,0.05167803547066849,0.04894952251023192,0.001582537517053206,0.001145975443383356,2024,8,29,3,0,3,35,Morning,1,12:00,Long,Moderate,Long,Low,Medium,0.032329988851727984,0.023411371237458192,0.07915273132664437
242,2024-08-30,17759.0,773.0,26.0,24.0,100.0,8,54.0,22,823.0,0.046342699476321865,0.043527225632073875,0.0014640463990089531,0.0013514274452390337,2024,8,30,4,0,3,35,Evening,1,22:00,Long,Many,Long,Low,Low,0.03363518758085381,0.031047865459249677,0.09573091849935317
243,2024-08-31,19796.0,964.0,26.0,21.0,40.0,14,38.0,10,1011.0,0.051070923418872496,0.04869670640533441,0.0013133966457870277,0.0010608203677510608,2024,8,31,5,1,3,35,Morning,1,10:00,Medium,Excessive,Medium,Medium,Medium,0.026970954356846474,0.021784232365145227,0.07053941908713693
244,2024-09-01,23686.0,1176.0,20.0,35.0,69.0,8,28.0,15,1231.0,0.05197162881026767,0.049649582031579834,0.0008443806467955755,0.001477666131892257,2024,9,1,6,1,3,35,Afternoon,1,15:00,Long,Many,Medium,Very_High,Very_High,0.017006802721088437,0.02976190476190476,0.07653061224489796
245,2024-09-02,21773.0,1139.0,10.0,28.0,48.0,11,34.0,18,1177.0,0.05405777798190419,0.05231249712947228,0.0004592844348505029,0.0012859964175814082,2024,9,2,0,0,3,36,Afternoon,1,18:00,Medium,Excessive,Medium,High,High,0.00877963125548727,0.024582967515364356,0.05794556628621598
246,2024-09-03,22104.0,1048.0,25.0,27.0,72.0,13,63.0,8,1100.0,0.04976474846181687,0.04741223307998552,0.001131017010495838,0.0012214983713355048,2024,9,3,1,0,3,36,Morning,1,,Long,Excessive,Long,High,High,0.02385496183206107,0.025763358778625955,0.07538167938931298
247,2024-09-04,20407.0,865.0,23.0,28.0,113.0,15,15.0,8,916.0,0.044886558533836426,0.04238741608271671,0.0011270642426618317,0.0013720782084578821,2024,9,4,2,0,3,36,Morning,1,,Long,Excessive,Short,Medium,Medium,0.026589595375722544,0.03236994219653179,0.09132947976878612
248,2024-09-05,20406.0,1001.0,12.0,21.0,57.0,15,25.0,22,1034.0,0.05067137116534352,0.049054199745172986,0.0005880623346074683,0.0010291090855630697,2024,9,5,3,0,3,36,Evening,1,22:00,Medium,Excessive,Medium,Medium,Medium,0.011988011988011988,0.02097902097902098,0.053946053946053944
249,2024-09-06,22589.0,1179.0,23.0,34.0,34.0,6,26.0,21,1236.0,0.054716897605029,0.05219354553101067,0.0010181946965337112,0.0015051573774846165,2024,9,6,4,0,3,36,Evening,1,21:00,Medium,Moderate,Medium,High,Very_High,0.019508057675996608,0.02883799830364716,0.07718405428329092
250,2024-09-07,13995.0,600.0,10.0,43.0,46.0,4,65.0,12,653.0,0.046659521257592,0.04287245444801715,0.0007145409074669524,0.0030725259021078958,2024,9,7,5,1,3,36,Morning,1,12:00,Medium,Moderate,Long,Low,Low,0.016666666666666666,0.07166666666666667,0.16
251,2024-09-08,20924.0,881.0,10.0,45.0,106.0,12,15.0,20,936.0,0.04473332058879755,0.042104760084113936,0.0004779200917606576,0.0021506404129229594,2024,9,8,6,1,3,36,Evening,1,20:00,Long,Excessive,Short,High,Medium,0.011350737797956867,0.0510783200908059,0.11350737797956867
252,2024-09-09,18649.0,991.0,23.0,10.0,34.0,10,66.0,18,1024.0,0.054909110408064774,0.053139578529679876,0.0012333100970561425,0.0005362217813287576,2024,9,9,0,0,3,37,Afternoon,1,18:00,Medium,Many,Long,Medium,Medium,0.02320887991927346,0.010090817356205853,0.04339051463168517
253,2024-09-10,30463.25,1612.5,14.0,30.0,20.0,10,19.0,18,1656.5,0.054376995231959824,0.052932631941765895,0.00045957013778897524,0.000984793152404947,2024,9,10,1,0,3,37,Afternoon,1,18:00,Short,Many,Short,Very_High,Very_High,0.008682170542635658,0.018604651162790697,0.045891472868217056
254,2024-09-11,16676.0,704.0,12.0,26.0,116.0,8,75.0,18,742.0,0.044495082753657954,0.04221635883905013,0.0007195970256656273,0.0015591268889421923,2024,9,11,2,0,3,37,Afternoon,1,18:00,Long,Many,Long,Low,Low,0.017045454545454544,0.036931818181818184,0.09090909090909091
255,2024-09-12,28341.0,1468.0,18.0,24.0,115.0,12,53.0,8,1510.0,0.053279700786845914,0.05179774884443033,0.0006351222610352493,0.0008468296813803324,2024,9,12,3,0,3,37,Morning,1,,Long,Excessive,Long,Very_High,Very_High,0.01226158038147139,0.01634877384196185,0.04495912806539509
256,2024-09-13,23276.0,1113.0,17.0,36.0,103.0,8,32.0,8,1166.0,0.0500945179584121,0.047817494414847915,0.000730366042275305,0.0015466575012888812,2024,9,13,4,0,3,37,Morning,1,,Long,Many,Medium,Very_High,High,0.015274034141958671,0.03234501347708895,0.07996406109613657
257,2024-09-14,23750.0,1174.0,14.0,33.0,73.0,12,31.0,22,1221.0,0.051410526315789476,0.049431578947368424,0.0005894736842105263,0.0013894736842105264,2024,9,14,5,1,3,37,Evening,1,22:00,Long,Excessive,Medium,Very_High,Very_High,0.01192504258943782,0.028109028960817718,0.06814310051107325
258,2024-09-15,18142.0,731.0,30.0,33.0,96.0,13,80.0,12,794.0,0.04376584720537978,0.04029324220041892,0.001653621430933745,0.0018189835740271194,2024,9,15,6,1,3,37,Morning,1,12:00,Long,Excessive,Long,Low,Low,0.04103967168262654,0.04514363885088919,0.13132694938440492
259,2024-09-16,21499.0,934.0,19.0,46.0,60.0,15,74.0,8,999.0,0.04646727754779292,0.04344388111074934,0.000883762035443509,0.0021396344016000744,2024,9,16,0,0,3,38,Morning,1,,Medium,Excessive,Long,High,Medium,0.020342612419700215,0.04925053533190578,0.11884368308351177
260,2024-09-17,23822.0,1282.0,25.0,10.0,44.0,14,78.0,22,1317.0,0.05528503064394257,0.05381580052052724,0.0010494500881538073,0.00041978003526152295,2024,9,17,1,0,3,38,Evening,1,22:00,Medium,Excessive,Long,Very_High,Very_High,0.01950078003120125,0.0078003120124804995,0.035101404056162244
261,2024-09-18,21863.0,1059.0,19.0,35.0,64.0,8,17.0,12,1113.0,0.050907926634039244,0.04843800027443626,0.0008690481635640122,0.00160087819603897,2024,9,18,2,0,3,38,Morning,1,12:00,Long,Many,Short,High,High,0.01794145420207743,0.033050047214353166,0.08404154863078375
262,2024-09-19,16550.0,703.0,24.0,32.0,107.0,6,51.0,21,759.0,0.045861027190332325,0.0424773413897281,0.0014501510574018127,0.001933534743202417,2024,9,19,3,0,3,38,Evening,1,21:00,Long,Moderate,Long,Low,Low,0.034139402560455195,0.04551920341394026,0.1251778093883357
263,2024-09-20,20162.0,1041.0,25.0,22.0,61.0,7,46.0,20,1088.0,0.05396290050590219,0.05163178256125384,0.0012399563535363555,0.001091161591111993,2024,9,20,4,0,3,38,Evening,1,20:00,Long,Many,Medium,Medium,High,0.024015369836695485,0.021133525456292025,0.06628242074927954
264,2024-09-21,20194.0,970.0,23.0,38.0,57.0,8,80.0,10,1031.0,0.051054768743191044,0.048034069525601665,0.0011389521640091116,0.0018817470535802713,2024,9,21,5,1,3,38,Morning,1,10:00,Medium,Many,Long,Medium,Medium,0.023711340206185566,0.03917525773195876,0.10206185567010309
265,2024-09-22,19414.0,921.0,20.0,26.0,47.0,13,51.0,20,967.0,0.04980941588544349,0.04743999175852478,0.0010301844030081385,0.00133923972391058,2024,9,22,6,1,3,38,Evening,1,20:00,Medium,Excessive,Long,Medium,Medium,0.021715526601520086,0.02823018458197611,0.0781758957654723
266,2024-09-23,23617.0,1102.0,27.0,42.0,53.0,13,26.0,20,1171.0,0.04958292755218698,0.04666130329847144,0.001143244273193039,0.001778379980522505,2024,9,23,0,0,3,39,Evening,1,20:00,Medium,Excessive,Medium,Very_High,High,0.024500907441016333,0.038112522686025406,0.10072595281306715
267,2024-09-24,25122.0,1394.0,27.0,25.0,55.0,3,43.0,15,1446.0,0.057559111535705754,0.05548921264230555,0.0010747551946501074,0.0009951436987500994,2024,9,24,1,0,3,39,Afternoon,1,15:00,Medium,Few,Medium,Very_High,Very_High,0.019368723098995694,0.017934002869440458,0.055236728837876614
268,2024-09-25,25487.0,1160.0,25.0,41.0,110.0,12,46.0,10,1226.0,0.04810295444736532,0.04551339898771923,0.0009808922195629144,0.0016086632400831797,2024,9,25,2,0,3,39,Morning,1,10:00,Long,Excessive,Medium,Very_High,Very_High,0.021551724137931036,0.0353448275862069,0.09224137931034483
269,2024-09-26,23484.0,1156.0,15.0,32.0,104.0,8,58.0,18,1203.0,0.051226366888094024,0.04922500425821836,0.0006387327542156362,0.0013626298756600238,2024,9,26,3,0,3,39,Afternoon,1,18:00,Long,Many,Long,Very_High,High,0.012975778546712802,0.02768166089965398,0.06833910034602077
270,2024-09-27,20811.0,1020.0,18.0,34.0,54.0,10,20.0,22,1072.0,0.051511220027869876,0.049012541444428424,0.0008649272019605016,0.0016337513814809477,2024,9,27,4,0,3,39,Evening,1,22:00,Medium,Many,Short,Medium,High,0.01764705882352941,0.03333333333333333,0.08431372549019608
271,2024-09-28,16080.0,600.0,20.0,41.0,105.0,8,53.0,22,661.0,0.04110696517412935,0.03731343283582089,0.0012437810945273632,0.0025497512437810945,2024,9,28,5,1,3,39,Evening,1,22:00,Long,Many,Long,Low,Low,0.03333333333333333,0.06833333333333333,0.17
272,2024-09-29,17148.0,844.0,13.0,23.0,26.0,14,43.0,22,880.0,0.05131793795194775,0.049218567763004435,0.0007581059015628644,0.0013412642873804525,2024,9,29,6,1,3,39,Evening,1,22:00,Short,Excessive,Medium,Low,Low,0.015402843601895734,0.027251184834123223,0.06990521327014218
